,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
946,D1564,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1391.0,668.1772186,350.12856,hours,20
947,D1566,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1040.0,469.1405565,360.70504,hours,20
948,D1567,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1364.0,233.014444,197.1458,hours,20
949,D1568,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1291.0,790.1408393,368.20809,hours,20
950,D1569,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1857.0,843.9030635,413.61662,hours,20
951,D1570,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1355.0,778.6802812,398.89689,hours,20
952,D1571,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1451.0,538.069169,407.31339,hours,20
953,D2036,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,960.0,107.2686112,35.36501,hours,12
954,D2170,"CONSTRUCTION, LOADER BACKHOE, MEDIUM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CASE,590SM-2,2006,NATIONAL YD. (701 NATIONAL),,992.0,385.577222,225.42891,hours,19
955,D2251,"PAVING, CRACK FILL MELTER, 250 GAL",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CIMLINE,230DH,2004,NATIONAL YD. (701 NATIONAL),,512.0,80.19500074,61.47891,hours,21
956,D2278,"PAVING, ROLLER VIBRATING/COMBO, 1-4.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 23K,2003,NATIONAL YD. (701 NATIONAL),,407.0,749.9911107,139.99802,hours,22
957,D2289,"PAVING, ROLLER VIBRATING, TANDEM, 1-2.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 12E,2003,NATIONAL YD. (701 NATIONAL),,127.0,509.4638947,102.81279,hours,22
958,D2334,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,11.0,148.7133309,23.81082,hours,20
959,D2364,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),,634.0,337.9374997,265.10611,hours,17
960,D2368,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),,907.0,227.9780577,137.97534,hours,17
961,D2369,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,708.0,38.23305521,32.96862,hours,12
962,D2370,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,976.0,140.2208363,55.66777,hours,12
963,D2372,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,939.0,150.3047217,95.28502,hours,12
964,D2651,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Community Services Group,CEMETERY,CASE,580N,2013,MNTN VIEW CEMETERY(5455FRASER),,599.0,51.5658336,36.2997,hours,12
965,D2652,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Community Services Group,CEMETERY,JOHN DEERE,1445,2010,MNTN VIEW CEMETERY(5455FRASER),,753.0,410.9711119,49.61331,hours,15
966,D7665,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACX-64,2010,MANITOBA YD. (250 W. 70TH),,836.0,418.7324975,99.08805,hours,15
967,D7722,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2013,SUNSET NURSERY (290 E. 51ST),,447.0,360.2702776,54.27276,hours,12
968,D7723,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2013,JERICHO WRKS YD(N.FT.DISCOVRY),,814.0,438.3791692,97.87638,hours,12
969,D7734,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2014,JERICHO WRKS YD(N.FT.DISCOVRY),,630.5,76.2355547,19.62555,hours,11
970,D7839,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,JOHN DEERE,2500 ED,2009,STANLEY PARK PITCH AND PUTT,,627.0,50.46027759,49.52888,hours,16
971,D7876,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,VERMEER,BC1500XL,2007,EVANS YARD (955 EVANS AVE.),,43.0,374.5208359,52.7092,hours,18
972,D7897,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,TORO,5910,2012,EVANS YARD (955 EVANS AVE.),,585.0,278.8855501,62.99583,hours,13
973,D7914,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,JOHN DEERE,444K,2010,STANLEY PARK SERVICE YD - DOWNTOWN,,543.0,114.9386109,109.09888,hours,15
974,D7948,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,NEW HOLLAND,T4020,2010,STANLEY PARK SERVICE YD - DOWNTOWN,,738.0,173.6750021,50.46695,hours,15
975,D7993,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,CASE,570MXT,2011,STANLEY PARK SERVICE YD.,,990.0,154.8549973,74.16775,hours,14
976,E2045,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,1177.0,112.9849997,84.87916,hours,12
977,E2046,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,580SN,2013,NATIONAL YD. (701 NATIONAL),,1109.0,108.9108313,81.78476,hours,12
978,E2047,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,838.0,56.97555558,39.80805,hours,12
979,E2048,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,580SN,2013,NATIONAL YD. (701 NATIONAL),,1147.0,65.47444607,49.93028,hours,12
980,E2367,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,935.0,92.83055732,51.81694,hours,12
981,E7771,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,JOHN DEERE,1545,2009,STANLEY PARK SERVICE YD - DOWNTOWN,,476.0,379.0791679,54.44112,hours,16
982,E7859,"TURF, MOWER, REEL, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,TORO,3100D,2012,STANLEY PARK PITCH AND PUTT,,251.0,74.09583426,65.39776,hours,13
983,E7867,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,KUBOTA,F3680,2010,STANLEY PARK SERVICE YD.,,392.0,149.7086126,53.28777,hours,15
984,A2432,"TRAILER, VACUUM, REFUSE, 14HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,MADVAC,61,2010,DELTA LANDFILL,,2.0,2.386944473,1.81084,hours,15
985,A2433,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,JOHN DEERE,444K,2010,SOUTH SIDE TRANSFER STATION,,1463.0,324.8166668,248.49556,hours,15
986,A5472,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2008,SOUTH SIDE TRANSFER STATION,,12.0,435.9086109,145.37057,hours,17
987,A5660,"CONSTRUCTION, BULLDOZER, 190 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOMATSU,D65PX-17,2013,DELTA LANDFILL,,1472.0,435.9086109,145.37057,hours,12
988,A5661,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOMATSU,D155AX-7,2013,DELTA LANDFILL,,1040.0,111.1155529,85.40695,hours,12
989,A6728,"GENERATOR, STATIONARY, EMERGENCY, 10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,ONAN,500.0DFFB/,1993,DELTA LANDFILL,,53.0,550.6624957,13.08,hours,32
990,A6739,"GENERATOR, STATIONARY, EMERGENCY, 800 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOHLER,800REOZM,2010,DELTA LANDFILL,,50.0,0.496111097,0.29083,hours,15
991,B2405,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,HYUNDAI,760-7,2006,DELTA LANDFILL,,1309.0,754.6394296,303.52947,hours,19
992,B2415,"COMPOST, GRINDING PLANT",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,BANDIT,BEAST 3680,2007,DELTA LANDFILL,,948.0,435.9086109,145.37057,hours,18
993,B2423,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,VOLVO,L220F,2009,DELTA LANDFILL,,1981.0,703.2413935,317.29525,hours,16
994,B2489,"CONSTRUCTION, BULLDOZER, 190 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOMATSU,D65PX,2008,DELTA LANDFILL,,1472.0,435.9086109,145.37057,hours,17
995,B2499,"TARPING MACHINE, LANDFILL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,TARPOMATIC,40FTATM,1998,DELTA LANDFILL,,68.0,164.718055,147.60247,hours,27
996,B7000,"TURF, RAKE, SANDTRAP, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,8880,1989,FRASERVIEW GC (7800 VIVIAN),,22.0,12.41888881,0.5,hours,36
997,B70000,"BRUSH CHIPPER, TRAILER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,VERMEER,BC600XL,2008,SUNSET NURSERY (290 E. 51ST),,0.0,54.55055523,28.97972,hours,17
998,B7847,"TURF, RAKE, SANDTRAP, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5020,2004,LANGARA GC (290 W. 49TH),,335.0,49.02083196,37.23333,hours,21
999,B7988,"CONSTRUCTION, LOADER, 1/2 YARD, RUBBER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,KUBOTA,R-410,1990,SUNSET NURSERY (290 E. 51ST),,92.0,128.4777784,39.53138,hours,35
1000,C2401,"CONSTRUCTION, LOADER, 1/2 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,JCB,409ZX,2006,SOUTH SIDE TRANSFER STATION,,1301.0,588.5030501,182.27444,hours,19
1001,C2402,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2008,DELTA LANDFILL,,2990.0,435.9086109,145.37057,hours,17
1002,C2406,"GENERATOR, LIGHT TOWER, 5-10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INGERSOL RAND,LIGHTSOURCE,2006,DELTA LANDFILL,,998.0,26.50972193,18.09221,hours,19
1003,C2418,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,980K,2013,DELTA LANDFILL,,1146.0,113.8333335,33.80698,hours,12
1004,C2450,"CONSTRUCTION, BACKHOE, CLAMSHELL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,MURRAY-LATTA,CUSTOM BUILT,2005,SOUTH SIDE TRANSFER STATION,,206.0,2066.974175,626.80415,hours,20
1005,C7702,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2004,KERRISDALE ARENA(5670 E.BLVD.),,3.0,196.040834,36.43835,hours,21
1006,C7709,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,ZAMBONI,552 ELECTRIC,2005,TROUT LAKE CC (3350 VICTORIA),,1.0,128.4777784,39.53138,hours,20
1007,C7710,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2005,SUNSET CC (404 E. 51ST),,60.0,196.040834,36.43835,hours,20
1008,C7711,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2005,HILLCREST CC (4575 CLANCY LORANGER),,55.0,196.040834,36.43835,hours,20
1009,C7721,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,EVANS YARD (955 EVANS AVE.),,270.0,85.18888884,22.23002,hours,16
1010,C7724,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,FRASERVIEW GC (7800 VIVIAN),,274.0,66.06944489,15.83832,hours,16
1011,C7741,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,BOBCAT,873G,2001,LANGLEY TREE FRM(20475-16 AVE),,0.0,212.4538843,0.00167,hours,24
1012,C7750,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,5220,2003,SUNSET NURSERY (290 E. 51ST),,458.0,286.6736117,43.52336,hours,22
1013,C7757,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,5220,2002,LANGARA GC (290 W. 49TH),,475.0,99.44888842,27.32056,hours,23
1014,C7819,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,FRASERVIEW GC (7800 VIVIAN),,407.0,128.4777784,65.57306,hours,13
1015,C7826,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,MCCLEERY GC (7170 MACDONALD),,365.0,43.81083293,29.3164,hours,15
1016,C7827,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,FRASERVIEW GC (7800 VIVIAN),,199.0,84.67888829,14.0,hours,15
1017,C7828,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,LANGARA GC (290 W. 49TH),,324.0,44.11055594,19.65971,hours,15
1018,C7834,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,RUPERT PITCH N PUTT(3401E.1ST),,178.0,44.11055594,19.65971,hours,15
1019,C7835,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,MCCLEERY GC (7170 MACDONALD),,109.0,98.57777953,18.32417,hours,20
1020,C7836,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,FRASERVIEW GC (7800 VIVIAN),,179.0,159.8402739,27.86527,hours,20
1021,C7837,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,LANGARA GC (290 W. 49TH),,122.0,85.4105516,38.0561,hours,20
1022,C7838,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,3420,2012,FRASERVIEW GC (7800 VIVIAN),,652.0,138.4211142,93.0847,hours,13
1023,C7841,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,2500 ED,2009,LANGARA GC (290 W. 49TH),,313.0,150.0486104,108.62527,hours,16
1024,C7842,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,2500 ED,2009,LANGARA GC (290 W. 49TH),,296.0,136.0233305,98.26417,hours,16
1025,C7849,"TURF, RAKE, SANDTRAP, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5020,2004,MCCLEERY GC (7170 MACDONALD),,207.0,49.02083196,37.23333,hours,21
1026,C7950,"TURF, TRACTOR, 4X4, SMALL",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,KUBOTA,L3400DT,2004,LANGLEY TREE FRM(20475-16 AVE),,0.0,196.040834,36.43835,hours,21
1027,C7961,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,EVANS YARD (955 EVANS AVE.),,0.0,70.7774992,9.84249,hours,16
1028,C7966,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,SUNSET NURSERY (290 E. 51ST),,210.0,82.89277789,26.44666,hours,16
1029,C7968,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,FRASERVIEW GC (7800 VIVIAN),,697.0,42.09305684,16.59248,hours,16
1030,C7969,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,JERICHO WRKS YD(N.FT.DISCOVRY),,853.0,109.4983348,47.57247,hours,16
1031,C7970,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,LV80,2005,JERICHO WRKS YD(N.FT.DISCOVRY),,784.0,223.9799999,104.41832,hours,20
1032,C7971,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,LV80,2005,SUNSET NURSERY (290 E. 51ST),,478.0,782.3486123,195.85364,hours,20
1033,C7972,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,LANGARA GC (290 W. 49TH),,309.0,46.25555561,16.14444,hours,16
1034,C7996,"BRUSH CHIPPER, TRAILER, LARGE (18"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1800XL,2012,EVANS YARD (955 EVANS AVE.),,77.0,90.56694508,49.59001,hours,13
1035,C7997,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,LV80,2005,EVANS YARD (955 EVANS AVE.),,412.0,180.2311112,54.98029,hours,20
1036,C7998,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,MCCLEERY GC (7170 MACDONALD),,267.0,88.42139077,26.32195,hours,16
1037,D2404,"CONSTRUCTION, LOADER BACKHOE, MEDIUM",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CASE,590SM-2,2008,SOUTH SIDE TRANSFER STATION,,1185.0,1287.624163,381.31302,hours,17
1038,D2409,"GENERATOR, LIGHT TOWER, 5-10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INGERSOL RAND,LIGHTSOURCE,2008,DELTA LANDFILL,,1093.0,26.50972193,18.09221,hours,17
1039,D2454,"COMPACTOR, LARGE, LANDFILL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,836H,2009,DELTA LANDFILL,,2006.0,1478.752203,822.15786,hours,16
1040,D2458,"COMPACTOR, LARGE, LANDFILL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,836H,2009,DELTA LANDFILL,,2184.0,1478.752203,822.15786,hours,16
1041,D7703,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,525,2011,KERRISDALE ARENA(5670 E.BLVD.),,7.0,196.040834,36.43835,hours,14
1042,D7732,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,EVANS YARD (955 EVANS AVE.),,491.0,153.4888873,24.9714,hours,15
1043,D7736,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2011,JERICHO WRKS YD(N.FT.DISCOVRY),,126.0,90.90194321,28.27779,hours,14
1044,D7742,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,MCCLEERY GC (7170 MACDONALD),,420.0,231.3022213,24.82612,hours,15
1045,D7772,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),,259.0,657.8394361,45.40862,hours,14
1046,D7773,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),,178.0,275.2572209,61.24307,hours,14
1047,D7804,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2012,STANLEY PARK SERVICE YD.,,807.0,490.410837,81.02391,hours,13
1048,D7811,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),,275.0,110.465555,45.1678,hours,14
1049,D7829,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,LANGARA GC (290 W. 49TH),,377.0,128.4777784,65.57306,hours,13
1050,D7848,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,2500 ED,2009,FRASERVIEW GC (7800 VIVIAN),,371.0,220.8338883,161.30718,hours,16
1051,D7850,"TURF, RAKE, SANDTRAP, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,SAND PRO 3040,2012,FRASERVIEW GC (7800 VIVIAN),,394.0,108.0661102,18.62333,hours,13
1052,D7851,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,3420,2012,LANGARA GC (290 W. 49TH),,627.0,269.9616663,148.41891,hours,13
1053,D7864,"TURF, VACUUM, TRAILER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,BROUWER,BV85,2011,EVANS YARD (955 EVANS AVE.),,324.0,134.5919417,14.0175,hours,14
1054,D7886,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,EVANS YARD (955 EVANS AVE.),,64.0,196.040834,43.71889,hours,13
1055,D7888,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,EVANS YARD (955 EVANS AVE.),,200.0,283.7600006,57.28307,hours,13
