Equipment Number ,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours)
D2251,"PAVING, CRACK FILL MELTER, 250 GAL",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CIMLINE,230DH,2004,NATIONAL YD. (701 NATIONAL),NULL,512,80.19500074,61.47891
D2278,"PAVING, ROLLER VIBRATING/COMBO, 1-4.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 23K,2003,NATIONAL YD. (701 NATIONAL),NULL,407,749.9911107,139.99802
D2289,"PAVING, ROLLER VIBRATING, TANDEM, 1-2.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 12E,2003,NATIONAL YD. (701 NATIONAL),NULL,127,509.4638947,102.81279
D2304,"CONSTRUCTION, BACKHOE, 1 YARD ON TRACK",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,LINKBELT,350X3,2013,MANITOBA YD. (250 W. 70TH),NULL,572,N/A,N/A
D2334,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,11,148.7133309,23.81082
D2364,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),NULL,634,337.9374997,265.10611
D2368,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),NULL,907,227.9780577,137.97534
D2369,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,708,38.23305521,32.96862
D2370,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,976,140.2208363,55.66777
D2372,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,939,150.3047217,95.28502
D2404,"CONSTRUCTION, LOADER BACKHOE, MEDIUM",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CASE,590SM-2,2008,SOUTH SIDE TRANSFER STATION,NULL,1185,1287.624163,381.31302
D2409,"GENERATOR, LIGHT TOWER, 5-10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INGERSOL RAND,LIGHTSOURCE,2008,DELTA LANDFILL,NULL,1093,26.50972193,18.09221
D2453,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2008,SOUTH SIDE TRANSFER STATION,NULL,2189,N/A,N/A
D2454,"COMPACTOR, LARGE, LANDFILL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,836H,2009,DELTA LANDFILL,NULL,2006,1478.752203,822.15786
D2458,"COMPACTOR, LARGE, LANDFILL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,836H,2009,DELTA LANDFILL,NULL,2184,N/A,N/A
D2490,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2008,DELTA LANDFILL,NULL,1020,N/A,N/A
D2651,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Community Services Group,CEMETERY,CASE,580N,2013,MNTN VIEW CEMETERY(5455FRASER),NULL,599,51.5658336,36.2997
D2652,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Community Services Group,CEMETERY,JOHN DEERE,1445,2010,MNTN VIEW CEMETERY(5455FRASER),NULL,753,410.9711119,49.61331
D5524,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,<UNDER STUDY>,2014,EVANS YARD (955 EVANS AVE.),NULL,NULL,N/A,N/A
D7309,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TOYOTA,PRIUS C,2013,EVANS YARD (955 EVANS AVE.),30450,NULL,15.48333311,5.83444
D7500,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,RANGER,2011,STANLEY PARK SERVICE YD.,29495,NULL,232.7630558,48.26192
D7501,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),12545,653,143.764167,18.31583
D7508,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),10731,NULL,3.845833302,2.33973
D7513,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,11369,NULL,11.45722234,5.15333
D7515,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,10497,NULL,18.99555588,8.87277
D7535,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,6966,NULL,12.38194442,3.4475
D7548,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2005,EVANS YARD (955 EVANS AVE.),7037,NULL,67.87861204,14.49026
D7555,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),7114,863,35.96805596,9.54945
D7556,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,4131,NULL,10.8349998,5.87056
D7559,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,EVANS YARD (955 EVANS AVE.),8369,481,85.85861087,11.02139
D7571,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2008,EVANS YARD (955 EVANS AVE.),8096,493,132.5330559,18.93335
D7572,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,LANGARA GC (290 W. 49TH),5172,208,52.8625021,9.40917
D7575,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),13510,NULL,8.852777541,4.92167
D7578,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),10618,605,37.55416656,6.80805
D7581,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,JERICHO WRKS YD(N.FT.DISCOVRY),8918,NULL,40.63194454,10.12556
D7596,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2008,STANLEY PARK SERVICE YD - DOWNTOWN,11066,659,N/A,N/A
D7597,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,SUNSET NURSERY (290 E. 51ST),6758,NULL,41.89444458,16.62416
D7598,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,SUNSET NURSERY (290 E. 51ST),9855,NULL,126.8872265,17.36389
D7600,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FREIGHTLINER,108SD,2013,SUNSET NURSERY (290 E. 51ST),30030,915,573.8397206,62.37276
D7605,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2005,MCCLEERY GC (7170 MACDONALD),6756,NULL,58.62499952,8.67474
D7612,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,JERICHO WRKS YD(N.FT.DISCOVRY),10128,484,108.8847213,25.72
D7613,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,7629,NULL,8.6897223,8.58138
D7614,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),8073,159,8.024999619,4.54333
D7615,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,EVANS YARD (955 EVANS AVE.),8651,600,70.21444559,11.9914
D7621,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2009,SUNSET NURSERY (290 E. 51ST),8746,NULL,141.2361106,24.60554
D7625,"VAN, PANEL, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,DODGE,GRAND CARAVAN,2008,EVANS YARD (955 EVANS AVE.),20402,NULL,36.67388898,9.27584
D7631,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2006,STANLEY PARK SERVICE YD.,22014,NULL,359.6611143,115.04028
D7659,"TRUCK, CLASS 4, REG CAB, DUMP BODY",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2013,EVANS YARD (955 EVANS AVE.),4800,310,32.68222237,6.16221
D7660,"TRUCK, CLASS 4, REG CAB, DUMP BODY",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2013,EVANS YARD (955 EVANS AVE.),4825,300,40.60500038,10.35888
D7665,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACX-64,2010,MANITOBA YD. (250 W. 70TH),NULL,836,418.7324975,99.08805
D7672,"TRUCK, CLASS 4, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2013,EVANS YARD (955 EVANS AVE.),624,16,5.886944294,5.70945
D7676,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FREIGHTLINER,108SD,2013,EVANS YARD (955 EVANS AVE.),8592,470,139.6561127,38.97805
D7697,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),10146,0,130.8677781,17.29638
D7700,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,ZAMBONI,552 ELECTRIC,2011,BRITANNIA CC (1060 NAPIER),NULL,198,N/A,N/A
D7703,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,525,2011,KERRISDALE ARENA(5670 E.BLVD.),NULL,7,N/A,N/A
D7712,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2011,KITSILANO CC (2690 LARCH),NULL,0,N/A,N/A
D7722,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2013,SUNSET NURSERY (290 E. 51ST),NULL,447,360.2702776,54.27276
D7723,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2013,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,814,438.3791692,97.87638
D7732,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,EVANS YARD (955 EVANS AVE.),NULL,491,153.4888873,24.9714
D7734,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TORO,5910,2014,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,NULL,76.2355547,19.62555
D7736,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2011,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,126,90.90194321,28.27779
D7742,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,MCCLEERY GC (7170 MACDONALD),NULL,420,231.3022213,24.82612
D7772,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),NULL,259,657.8394361,45.40862
D7773,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),NULL,178,275.2572209,61.24307
D7801,"TURF, VACUUM, TRAILER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,BROUWER,BV85,2011,SUNSET NURSERY (290 E. 51ST),NULL,NULL,N/A,N/A
D7804,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2012,STANLEY PARK SERVICE YD.,NULL,807,490.410837,81.02391
D7811,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,1545,2011,SUNSET NURSERY (290 E. 51ST),NULL,275,110.465555,45.1678
D7829,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,LANGARA GC (290 W. 49TH),NULL,377,N/A,N/A
D7830,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,LANGARA GC (290 W. 49TH),NULL,487,N/A,N/A
D7839,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,JOHN DEERE,2500 ED,2009,STANLEY PARK PITCH AND PUTT,NULL,627,50.46027759,49.52888
D7846,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,TORO,3250D,2006,QUEEN E. PITCH AND PUTT,NULL,405,N/A,N/A
D7848,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,2500 ED,2009,FRASERVIEW GC (7800 VIVIAN),NULL,371,220.8338883,161.30718
D7850,"TURF, RAKE, SANDTRAP, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,SAND PRO 3040,2012,FRASERVIEW GC (7800 VIVIAN),NULL,394,108.0661102,18.62333
D7851,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,3420,2012,LANGARA GC (290 W. 49TH),NULL,627,269.9616663,148.41891
D7860,"TURF, VACUUM, TRAILER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,BROUWER,BV85,2011,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,NULL,34.00388889,7.18667
D7864,"TURF, VACUUM, TRAILER",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,BROUWER,BV85,2011,EVANS YARD (955 EVANS AVE.),NULL,NULL,134.5919417,14.0175
D7876,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,VERMEER,BC1500XL,2007,EVANS YARD (955 EVANS AVE.),NULL,43,374.5208359,52.7092
D7886,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,EVANS YARD (955 EVANS AVE.),NULL,64,196.040834,43.71889
D7888,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,EVANS YARD (955 EVANS AVE.),NULL,200,283.7600006,57.28307
D7889,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,SUNSET NURSERY (290 E. 51ST),NULL,170,174.7966654,34.95999
D7890,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,SUNSET NURSERY (290 E. 51ST),NULL,246,61.74444449,32.46611
D7891,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,SUNSET NURSERY (290 E. 51ST),NULL,130,39.17444432,32.09277
D7892,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,EVANS YARD (955 EVANS AVE.),NULL,132,340.5219433,36.43835
D7893,"BRUSH CHIPPER, TRAILER, MEDIUM (12""-14"")",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,VERMEER,BC1500,2012,SUNSET NURSERY (290 E. 51ST),NULL,156,90.66500044,33.90415
D7896,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2012,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,1281,421.4791634,84.71081
D7897,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,TORO,5910,2012,EVANS YARD (955 EVANS AVE.),NULL,585,278.8855501,62.99583
D7898,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2012,SUNSET NURSERY (290 E. 51ST),NULL,605,572.462769,115.93274
D7914,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,JOHN DEERE,444K,2010,STANLEY PARK SERVICE YD - DOWNTOWN,NULL,543,114.9386109,109.09888
D7948,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,NEW HOLLAND,T4020,2010,STANLEY PARK SERVICE YD - DOWNTOWN,NULL,738,173.6750021,50.46695
D7962,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2013,SUNSET NURSERY (290 E. 51ST),NULL,459,485.4063945,68.70001
D7965,"TURF, MOWER, ROTARY, 16 FT, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5910,2013,EVANS YARD (955 EVANS AVE.),NULL,489,463.7177792,63.26279
D7983,"TURF, MOWER, GREENS RIDING",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,2500 ED,2009,FRASERVIEW GC (7800 VIVIAN),NULL,181,N/A,N/A
D7991,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2011,VANDUSEN GARDENS (5251 OAK),NULL,216,40.65694488,31.99192
D7992,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,SUNSET NURSERY (290 E. 51ST),NULL,558,453.7611117,66.22082
D7993,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,CASE,570MXT,2011,STANLEY PARK SERVICE YD.,NULL,990,154.8549973,74.16775
D7994,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,954,91.76055503,41.00666
D7995,"CONSTRUCTION, LOADER, INDUSTRIAL TRACTOR",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2010,SUNSET NURSERY (290 E. 51ST),NULL,32,117.6780543,18.56749
D9268,"AUTO, PASSENGER, MID-SIZE",light duty,Corporate Services Group,FINANCE ADMINISTRATION,FORD,FUSION,2010,FIRE HALL # 1,19238,NULL,148.4563882,29.13916
E0201,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,MERCEDES,SMARTC,2008,NATIONAL YD. (701 NATIONAL),1603,NULL,459.4588958,6.3625
E0222,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,TOYOTA,PRIUS C,2013,NATIONAL YD. (701 NATIONAL),5616,NULL,61.9313888,3.07695
E0296,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),12723,NULL,519.4641619,60.68976
E0299,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PROJECTS,TOYOTA,PRIUS C,2014,CROSSROADS (507 W. BROADWAY),NULL,NULL,N/A,N/A
E0435,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,TOYOTA,PRIUS,2004,MANITOBA YD. (250 W. 70TH),4410,NULL,85.2858336,22.80832
E1114,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),8251,NULL,19.16666722,7.26472
E1190,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),10583,859,230.8533362,46.11752
E1191,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,MANITOBA YD. (250 W. 70TH),5943,407,643.3719505,85.67973
E1302,"VAN, 1TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F350,2008,MANITOBA YD. (250 W. 70TH),7137,469,163.5316666,41.15109
E1416,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2011,DELTA LANDFILL,5150,NULL,34.34333277,12.46917
E1641,"TRUCK, SUV, COMPACT, 4X4",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,ESCAPE,2012,DELTA LANDFILL,7303,NULL,47.32000053,8.80777
E1659,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SMALL EQUIP. POOL,FORD,E250,2009,MANITOBA YD. (250 W. 70TH),7256,NULL,29.21805596,9.53417
E1794,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,DODGE,GRAND CARAVAN,2012,CROSSROADS (507 W. BROADWAY),4447,NULL,81.40749937,22.6411
E1896,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),NULL,NULL,747.3191245,70.82446
E1897,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),NULL,NULL,355.6055473,95.25059
E2045,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,1177,112.9849997,84.87916
E2046,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,580SN,2013,NATIONAL YD. (701 NATIONAL),NULL,1109,108.9108313,81.78476
E2047,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,838,56.97555558,39.80805
E2048,"CONSTRUCTION, LOADER BACKHOE, LIGHT",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,580SN,2013,NATIONAL YD. (701 NATIONAL),NULL,1147,65.47444607,49.93028
E2242,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,CATERPILLAR,980K,2013,KENT YARD (900 E. KENT),NULL,1467,N/A,N/A
E2365,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,1043,N/A,N/A
E2367,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),NULL,935,92.83055732,51.81694
E2451,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2009,DELTA LANDFILL,NULL,1040,N/A,N/A
